"ngram","fc","rc"
"University·of·",231,330
"UNIVERSITY·OF·CARDIFF·",38,54
"unmet·needs·for·",0,14
"until·after·",98,14
"until·at·",24,14
"until·at·",24,0
"until·the·end·",80,30
"up·and·",0,120
"up·at·",52,42
"up·its·",102,22
"up·to·the·",263,0
"up·with·a·",106,36
"upon·a·",16,0
"urged·the·Government·",31,0
"urged·Theresa·",25,0
"us·and·",118,38
"US·biopharmaceutical·",0,20
"us·by·",39,308
"US·clinical-stage·biopharma·",0,14
"US·FDA·",0,80
"US·federal·",0,24
"US·Patent·and·Trademark·",0,18
"US·pharma·giant·Merck·&·Co·(NYSE:·",0,50
"US·pharma·major·Bristol-Myers·Squibb·(NYSE:·BMY)·has·",0,18
"US·subsidiary·",0,36
"us·to·continue·",13,14
"USA·by·",0,32
"USA·were·",0,18
"USA·where·",0,48
"use·in·",21,0
"use·of·the·",39,90
"use·the·",0,128
"used·for·",38,134
"used·for·the·treatment·",0,20
"using·a·",40,158
"utility·room·and·",0,16
"vaccines·and·",0,32
"value·of·the·",171,72
"verdict·on·",24,0
"version·of·",0,274
"version·of·the·",39,72
"very·clear·",138,0
"very·few·",0,18
"very·happy·",21,0
"very·pleased·with·the·",0,22
"very·positive·",20,14
"very·sad·",16,0
"victims·of·",42,20
"view·and·",19,0
"view·on·",71,16
"view·to·stories·that·",15,300
"visit·to·a·",0,24
"visit·to·the·",67,16
"Vol.·28·",0,76
"vote·on·her·Brexit·",22,0
"VX)·and·",0,24
"wait·for·",74,0
"wake·of·",388,22
"wake·of·",388,0
"walk·away.·",20,0
"walked·away·",13,16
"walked·away·",13,0
"Wall·Street·",38,40
"WALL·STREET·",16,0
"want·their·",20,0
"want·to·",1936,432
"want·to·be·able·",14,0
"wanted·to·see·",38,0
"war·chest·",16,0
"Warp·Drive·",0,14
"Warrington·Guardian·",14,38
"was·a·",1707,976
"was·a·good·",0,14
"was·able·",33,62
"was·also·the·",14,0
"was·among·",45,0
"was·appointed·",45,20
"was·approved·",14,238
"was·based·on·",28,104
"was·broken·into·",0,30
"was·clear·",66,0
"was·closed·",0,402
"was·closed·and·",0,14
"was·created·",14,28
"was·designed·",25,38
"was·driven·",0,70
"was·found·",34,424
"was·given·a·",18,60
"was·in·collision·with·a·",0,52
"was·killed·by·a·",0,20
"was·last·night·",39,0
"was·later·found·",0,16
"was·left·",39,212
"was·named·",26,34
"was·nothing·",25,0
"was·on·",148,116
"was·on·a·",16,22
"was·punched·in·",0,22
"was·put·",37,0
"was·responsible·",17,32
"was·responsible·",0,32
"was·revealed·",51,0
"was·said·",44,38
"was·said·to·",33,36
"was·smashed·",0,16
"was·spotted·by·",0,14
"was·stopped·",0,32
"was·supported·",0,22
"was·taken·",39,930
"was·the·",1048,446
"was·the·",0,446
"was·the·most·",32,14
"was·trying·",33,22
"was·trying·to·",29,22
"was·unable·to·",36,26
"watch·the·",30,18
"way·that·",169,40
"way·to·the·",18,14
"ways·you·can·be·sure·you'll·",15,300
"we·are·all·",44,0
"we·are·committed·",18,46
"We·are·committed·to·",0,22
"We·are·delighted·that·",0,16
"we·are·in·",73,0
"we·are·looking·",19,30
"We·are·pleased·with·",0,28
"We·are·proud·",0,24
"We·asked·",0,186
"We·asked·in·our·poll·",0,134
"We·asked·in·our·poll·on·Tuesday:·Should·",0,24
"We·can·",0,18
"we·don't·need·",14,0
"we·get·",209,28
"We·have·been·",30,14
"We·have·been·",0,28
"We·haven't·",15,0
"We·know·",44,28
"We·need·to·",111,14
"we·need·to·",364,24
"we·seek·",20,20
"we·sell·",15,0
"we·should·",512,24
"we·stay·",25,0
"we·take·",54,18
"we·voted·for·",26,0
"We·want·",116,20
"We·want·to·",0,24
"We·will·be·",40,0
"we·will·continue·",61,28
"we·will·continue·",61,0
"we·would·like·",26,22
"We've·got·",23,0
"We've·got·",30,0
"weaker·than·",18,0
"weakness·in·",19,0
"wearing·a·",24,180
"wearing·a·",24,0
"website·of·",19,16
"week·-·",42,22
"week·in·",90,22
"week·that·",152,18
"weeks·in·",15,32
"weighing·on·",17,0
"welcome·the·",74,40
"well·placed·to·",22,0
"well·to·",30,18
"Welsh·Assembly·",22,0
"were·announced·",14,0
"were·discovered·",0,16
"were·more·likely·to·",21,0
"were·no·",51,146
"were·not·disclosed·",0,36
"were·not·thought·to·",0,16
"were·only·",20,22
"were·promised·",21,0
"were·taken·",15,188
"were·talking·",13,0
"West·End·",0,20
"West·Mercia·Police·",0,74
"west·of·",13,34
"West·of·",19,0
"Westminster·leader·",49,0
"What·a·",75,54
"what·could·",38,16
"What·do·",47,70
"what·has·been·",0,22
"what·will·",172,0
"When·I·",44,24
"when·it·",644,268
"when·it·was·",48,54
"when·the·",854,410
"when·their·",21,24
"where·he·remains·in·",0,14
"where·he·was·",13,52
"where·it·is·",34,50
"where·she·",69,80
"where·you·",126,316
"whether·the·",334,78
"whether·they·",122,22
"whether·this·",50,14
"whether·to·",154,54
"which·accounts·",14,0
"which·also·",62,88
"which·are·not·",15,0
"which·collided·with·",0,14
"which·has·a·",34,62
"which·has·already·",13,18
"which·helped·",14,0
"which·involves·",0,22
"which·is·also·",14,34
"which·is·now·",13,0
"which·is·the·",61,72
"which·it·is·",27,14
"which·last·",13,14
"which·made·",13,18
"which·occurred·",0,30
"which·said·",42,14
"which·said·",42,0
"which·saw·",64,38
"which·should·",57,26
"which·the·",475,250
"which·this·",22,20
"which·took·",33,76
"which·took·place·",0,58
"which·will·be·",126,0
"which·will·be·",0,104
"while·a·",81,50
"while·the·rest·",18,0
"while·this·",14,0
"who·can·",0,80
"who·claim·",18,0
"who·died·",21,150
"who·do·not·",39,48
"who·had·been·",28,44
"who·has·information·",0,34
"who·is·",523,260
"who·live·",47,20
"who·lost·",33,38
"who·may·have·witnessed·the·collision·",0,22
"who·runs·",29,24
"who·thinks·",32,16
"who·was·in·the·",0,96
"who·we·",19,16
"who·we·",19,0
"who·went·",15,16
"who·will·",287,122
"who·witnessed·the·incident·",0,16
"who·witnessed·the·incident·",0,38
"who·witnessed·the·incident·or·",0,18
"who·would·",123,46
"why·not·",0,20
"wife·of·",15,14
"will·attend·",15,0
"will·be·able·",233,142
"will·be·announced·",16,24
"will·be·eligible·to·receive·",0,34
"will·be·fully·",0,32
"will·be·in·",152,40
"will·be·joined·",16,0
"will·be·presented·",16,90
"will·be·taken·",18,22
"will·be·used·",24,82
"will·begin·",0,42
"will·contribute·",14,42
"will·create·a·",21,0
"will·enable·",0,130
"will·ensure·that·",23,14
"will·find·",97,14
"will·focus·on·",42,68
"will·get·",199,46
"will·go·to·",26,14
"will·have·the·",62,60
"will·include·",78,86
"will·include·a·",16,20
"Will·it·",14,0
"will·maintain·",21,0
"will·make·",312,184
"will·make·a·",45,0
"will·now·",185,230
"will·provide·",99,268
"will·reduce·",22,32
"will·result·in·",48,48
"will·say·that·",26,0
"will·seek·",99,32
"will·stay·in·",16,0
"will·still·",158,26
"will·then·",64,36
"will·ultimately·",22,0
"Wiltshire·Fire·and·Rescue·Service·",0,14
"Wiltshire·Gazette·",14,14
"wishing·to·",0,18
"With·a·",0,16
"with·a·focus·",0,26
"with·a·hammer·",0,18
"with·a·secret·history·",0,14
"with·any·information·that·",0,16
"with·around·",19,0
"with·each·",54,38
"with·each·other·",17,0
"with·Europe·",148,0
"with·European·",89,18
"with·few·",14,0
"with·Genentech·",0,16
"with·good·",25,14
"with·healthcare·",0,14
"with·high·",18,90
"with·information·about·this·",0,18
"with·information·is·asked·",0,248
"with·information·on·",0,26
"with·international·",18,14
"with·locally·advanced·",0,36
"with·major·",14,28
"with·moderately·",0,28
"with·more·",139,108
"with·more·",0,108
"with·multiple·myeloma·who·have·received·at·least·",0,26
"with·multiple·myeloma·who·have·received·at·least·one·",0,18
"with·no·",472,192
"with·Northern·Ireland·",28,0
"with·open·angle·",0,14
"with·our·",329,364
"with·potential·",14,34
"with·regards·to·",21,26
"with·several·",14,18
"with·such·",29,18
"with·the·EU.·The·",16,0
"with·the·latest·",13,22
"with·the·potential·",17,54
"with·the·same·",62,44
"with·the·support·",16,16
"with·this·",128,0
"with·those·",68,60
"with·type·2·",0,236
"with·unmet·medical·",0,14
"with·unresectable·",0,16
"with·us·by·clicking·",15,300
"with·your·",74,632
"with·your·family·and·",15,300
"with·your·family·and·friends·-·so·",15,300
"with·your·local·news.·",14,296
"within·the·",854,362
"without·the·",228,98
"woman·and·",0,100
"women·and·",18,32
"women·in·the·",0,22
"won't·be·",0,30
"word·VIEWS·followed·by·",27,0
"work·and·",181,50
"work·at·",27,28
"work·is·",54,26
"work·to·",166,100
"work·will·",26,22
"worked·with·",28,40
"worked·with·",0,40
"working·together·",0,28
"works·for·",151,20
"world·in·",35,76
"world·in·10·stories·",0,16
"World·War·",81,32
"world's·first·",0,20
"world's·largest·",47,0
"worth·a·",19,0
"worth·more·",26,24
"worth·more·",26,0
"worth·more·than·",24,20
"would·affect·the·",13,0
"would·amount·to·",23,0
"would·ask·anyone·",0,24
"would·continue·",107,14
"would·cost·",61,0
"would·create·a·",26,0
"would·help·",84,16
"would·likely·",60,0
"would·love·",22,32
"would·make·the·",22,0
"would·mean·",264,0
"would·that·",14,0
"would·you·",46,0
"www.crawleyobserver.co.uk·|·",0,26
"XR·is·",0,16
"year·a·",29,22
"year·ago·",49,32
"year·ago·",36,46
"year·ago·",49,0
"year·as·",99,26
"year·as·",26,0
"year·but·",34,20
"year·earlier.·",53,14
"year·for·the·",35,30
"year·in·the·",28,34
"year·is·",56,14
"year·that·",49,24
"year·to·June·",19,0
"year·we·",19,20
"year·when·",44,18
"years·ago.·",119,60
"years·ago·",95,56
"years·ago·",177,0
"years·at·",22,0
"years·will·",26,0
"yesterday·and·",30,50
"yesterday·as·",102,22
"yesterday·following·",0,20
"yesterday·when·",29,20
"yet·been·",50,70
"yet·to·be·",0,28
"York·and·",14,14
"Yorkshire·Post·",170,0
"you·a·",23,46
"you·had·",23,24
"you·have·a·",76,804
"you·have·a·photo:·0141·352·2530·or·",0,114
"you·know·who·",0,14
"you·live·",41,0
"you·read·",32,300
"you·thought·",14,0
"you·want·to·",64,22
"you·would·",108,26
"your·family·and·friends·-·",15,300
"your·name·",24,94
"your·opinion?·Text·the·",15,0
"your·Saturday·",0,80
"Zealand·and·",18,14
